content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Perlukah Pemberian Antiplatelet Sebelum Vaksin AztraZeneca?

Saat ini berbagai organisasi kesehatan tidak menganjurkan pemberian antiplatelet sebagai profilaksis tromboemboli pasca vaksin AstraZeneca. Namun, beri perhatian lebih pada populasi khusus. 

https://t.co/JJZJDAzeZO",Perlukah Pemberian Antiplatelet Sebelum Vaksin AztraZeneca Saat ini berbagai organisasi kesehatan tidak menganjurkan pemberian antiplatelet sebagai profilaksis tromboemboli pasca vaksin AstraZeneca Namun beri perhatian lebih pada populasi khusus ,perlukah pemberian antiplatelet sebelum vaksin aztrazeneca saat ini berbagai organisasi kesehatan tidak menganjurkan pemberian antiplatelet sebagai profilaksis tromboemboli pasca vaksin astrazeneca namun beri perhatian lebih pada populasi khusus ,"['perlukah', 'pemberian', 'antiplatelet', 'sebelum', 'vaksin', 'aztrazeneca', 'saat', 'ini', 'berbagai', 'organisasi', 'kesehatan', 'tidak', 'menganjurkan', 'pemberian', 'antiplatelet', 'sebagai', 'profilaksis', 'tromboemboli', 'pasca', 'vaksin', 'astrazeneca', 'namun', 'beri', 'perhatian', 'lebih', 'pada', 'populasi', 'khusus']","['perlukah', 'pemberian', 'antiplatelet', 'sebelum', 'vaksin', 'aztrazeneca', 'saat', 'ini', 'berbagai', 'organisasi', 'kesehatan', 'tidak', 'menganjurkan', 'pemberian', 'antiplatelet', 'sebagai', 'profilaksis', 'tromboemboli', 'pasca', 'vaksin', 'astrazeneca', 'namun', 'beri', 'perhatian', 'lebih', 'pada', 'populasi', 'khusus']","['pemberian', 'antiplatelet', 'vaksin', 'aztrazeneca', 'organisasi', 'kesehatan', 'menganjurkan', 'pemberian', 'antiplatelet', 'profilaksis', 'tromboemboli', 'pasca', 'vaksin', 'astrazeneca', 'perhatian', 'populasi', 'khusus']","['beri', 'antiplatelet', 'vaksin', 'aztrazeneca', 'organisasi', 'sehat', 'anjur', 'beri', 'antiplatelet', 'profilaksis', 'tromboemboli', 'pasca', 'vaksin', 'astrazeneca', 'perhati', 'populasi', 'khusus']",8,positive,beri antiplatelet vaksin aztrazeneca organisasi sehat anjur beri antiplatelet profilaksis tromboemboli pasca vaksin astrazeneca perhati populasi khusus,0
"Peserta umrah RI wajib karantina 14 hari di negara ketiga seblum masuk keranematjaan. Peserta wajib divaksin PfizeÂ, AstraZeneca atau Johnson &amp; Johnson. Penerima vaksin China lengkap wajib di-boost dg salah satu dr empat vaksin tsb. Peserta 18 th ke atas

ini Ã¢Â¬ÂÃ¯Â¸Âhoax ya https://t.co/FDHmtZxy6e",Peserta umrah RI wajib karantina hari di negara ketiga seblum masuk keranematjaan Peserta wajib divaksin Pfize AstraZeneca atau Johnson amp Johnson Penerima vaksin China lengkap wajib di boost dg salah satu dr empat vaksin tsb Peserta th ke atas ini hoax ya ,peserta umrah ri wajib karantina hari di negara ketiga seblum masuk keranematjaan peserta wajib divaksin pfize astrazeneca atau johnson amp johnson penerima vaksin china lengkap wajib di boost dg salah satu dr empat vaksin tsb peserta th ke atas ini hoax ya ,"['peserta', 'umrah', 'ri', 'wajib', 'karantina', 'hari', 'di', 'negara', 'ketiga', 'seblum', 'masuk', 'keranematjaan', 'peserta', 'wajib', 'divaksin', 'pfize', 'astrazeneca', 'atau', 'johnson', 'amp', 'johnson', 'penerima', 'vaksin', 'china', 'lengkap', 'wajib', 'di', 'boost', 'dg', 'salah', 'satu', 'dr', 'empat', 'vaksin', 'tsb', 'peserta', 'th', 'ke', 'atas', 'ini', 'hoax', 'ya']","['peserta', 'umrah', 'ri', 'wajib', 'karantina', 'hari', 'di', 'negara', 'ketiga', 'sebelum', 'masuk', 'keranematjaan', 'peserta', 'wajib', 'divaksin', 'pfize', 'astrazeneca', 'atau', 'johnson', 'amp', 'johnson', 'penerima', 'vaksin', 'cina', 'lengkap', 'wajib', 'di', 'boost', 'dengan', 'salah', 'satu', 'dari', 'empat', 'vaksin', 'tersebut', 'peserta', 'tahun', 'ke', 'atas', 'ini', 'hoaks', 'ya']","['peserta', 'umrah', 'ri', 'wajib', 'karantina', 'negara', 'ketiga', 'masuk', 'keranematjaan', 'peserta', 'wajib', 'divaksin', 'pfize', 'astrazeneca', 'johnson', 'johnson', 'penerima', 'vaksin', 'cina', 'lengkap', 'wajib', 'boost', 'salah', 'vaksin', 'peserta', 'hoaks']","['serta', 'umrah', 'ri', 'wajib', 'karantina', 'negara', 'tiga', 'masuk', 'keranematjaan', 'serta', 'wajib', 'vaksin', 'pfize', 'astrazeneca', 'johnson', 'johnson', 'terima', 'vaksin', 'cina', 'lengkap', 'wajib', 'boost', 'salah', 'vaksin', 'serta', 'hoaks']",-6,negative,serta umrah ri wajib karantina negara tiga masuk keranematjaan serta wajib vaksin pfize astrazeneca johnson johnson terima vaksin cina lengkap wajib boost salah vaksin serta hoaks,1
Pfizer x moderna keknya limited stock nih klo di indo.. Mari lah muterÃÂ² cari tempat vaksin yg pake astrazeneca...,Pfizer x moderna keknya limited stock nih klo di indo Mari lah muter cari tempat vaksin yg pake astrazeneca ,pfizer x moderna keknya limited stock nih klo di indo mari lah muter cari tempat vaksin yg pake astrazeneca ,"['pfizer', 'x', 'moderna', 'keknya', 'limited', 'stock', 'nih', 'klo', 'di', 'indo', 'mari', 'lah', 'muter', 'cari', 'tempat', 'vaksin', 'yg', 'pake', 'astrazeneca']","['pfizer', 'x', 'moderna', 'sepertinya', 'limited', 'persediaan', 'nih', 'kalau', 'di', 'indonesia', 'mari', 'lah', 'memuter', 'cari', 'tempat', 'vaksin', 'yang', 'pakai', 'astrazeneca']","['pfizer', 'x', 'moderna', 'limited', 'persediaan', 'indonesia', 'mari', 'memuter', 'cari', 'vaksin', 'pakai', 'astrazeneca']","['pfizer', 'x', 'moderna', 'limited', 'sedia', 'indonesia', 'mari', 'puter', 'cari', 'vaksin', 'pakai', 'astrazeneca']",2,positive,pfizer x moderna limited sedia indonesia mari puter cari vaksin pakai astrazeneca,0
"Pilihan vaksin COVID-19 makin beragam, Pfizer masuk Indonesia Agustus 2021. Vaksin lain yang sudah lebih dulu masuk adalah Sinovac, AstraZeneca, dan Sinopharm. https://t.co/0QZTBBl4k3",Pilihan vaksin COVID makin beragam Pfizer masuk Indonesia Agustus Vaksin lain yang sudah lebih dulu masuk adalah Sinovac AstraZeneca dan Sinopharm ,pilihan vaksin covid makin beragam pfizer masuk indonesia agustus vaksin lain yang sudah lebih dulu masuk adalah sinovac astrazeneca dan sinopharm ,"['pilihan', 'vaksin', 'covid', 'makin', 'beragam', 'pfizer', 'masuk', 'indonesia', 'agustus', 'vaksin', 'lain', 'yang', 'sudah', 'lebih', 'dulu', 'masuk', 'adalah', 'sinovac', 'astrazeneca', 'dan', 'sinopharm']","['pilihan', 'vaksin', 'covid', 'makin', 'beragam', 'pfizer', 'masuk', 'indonesia', 'agustus', 'vaksin', 'lain', 'yang', 'sudah', 'lebih', 'dulu', 'masuk', 'adalah', 'sinovac', 'astrazeneca', 'dan', 'sinopharm']","['pilihan', 'vaksin', 'covid', 'beragam', 'pfizer', 'masuk', 'indonesia', 'agustus', 'vaksin', 'masuk', 'sinovac', 'astrazeneca', 'sinopharm']","['pilih', 'vaksin', 'covid', 'agam', 'pfizer', 'masuk', 'indonesia', 'agustus', 'vaksin', 'masuk', 'sinovac', 'astrazeneca', 'sinopharm']",-3,negative,pilih vaksin covid agam pfizer masuk indonesia agustus vaksin masuk sinovac astrazeneca sinopharm,1
"Polresta Padang Sediakan 24 Gerai Vaksin Presisi, Tersedia 3450 Vaksin Sinovac dan Astrazeneca - https://t.co/djy4OKwzWZ 

#infosumbar",Polresta Padang Sediakan Gerai Vaksin Presisi Tersedia Vaksin Sinovac dan Astrazeneca infosumbar,polresta padang sediakan gerai vaksin presisi tersedia vaksin sinovac dan astrazeneca infosumbar,"['polresta', 'padang', 'sediakan', 'gerai', 'vaksin', 'presisi', 'tersedia', 'vaksin', 'sinovac', 'dan', 'astrazeneca', 'infosumbar']","['polresta', 'padang', 'sediakan', 'gerai', 'vaksin', 'presisi', 'tersedia', 'vaksin', 'sinovac', 'dan', 'astrazeneca', 'infosumbar']","['polresta', 'padang', 'sediakan', 'gerai', 'vaksin', 'presisi', 'tersedia', 'vaksin', 'sinovac', 'astrazeneca', 'infosumbar']","['polresta', 'padang', 'sedia', 'gerai', 'vaksin', 'presisi', 'sedia', 'vaksin', 'sinovac', 'astrazeneca', 'infosumbar']",4,positive,polresta padang sedia gerai vaksin presisi sedia vaksin sinovac astrazeneca infosumbar,0
"Populer global hari ini: pemuda Indonesia di balik penciptaan vaksin AstraZeneca dan ""hari kebebasan"" di Inggris dengan cabut pembatasan Covid-19. https://t.co/QXUemwH3fb",Populer global hari ini pemuda Indonesia di balik penciptaan vaksin AstraZeneca dan hari kebebasan di Inggris dengan cabut pembatasan Covid ,populer global hari ini pemuda indonesia di balik penciptaan vaksin astrazeneca dan hari kebebasan di inggris dengan cabut pembatasan covid ,"['populer', 'global', 'hari', 'ini', 'pemuda', 'indonesia', 'di', 'balik', 'penciptaan', 'vaksin', 'astrazeneca', 'dan', 'hari', 'kebebasan', 'di', 'inggris', 'dengan', 'cabut', 'pembatasan', 'covid']","['populer', 'global', 'hari', 'ini', 'pemuda', 'indonesia', 'di', 'balik', 'penciptaan', 'vaksin', 'astrazeneca', 'dan', 'hari', 'kebebasan', 'di', 'inggris', 'dengan', 'pergi', 'pembatasan', 'covid']","['populer', 'global', 'pemuda', 'indonesia', 'penciptaan', 'vaksin', 'astrazeneca', 'kebebasan', 'inggris', 'pergi', 'pembatasan', 'covid']","['populer', 'global', 'pemuda', 'indonesia', 'cipta', 'vaksin', 'astrazeneca', 'bebas', 'inggris', 'pergi', 'batas', 'covid']",-3,negative,populer global pemuda indonesia cipta vaksin astrazeneca bebas inggris pergi batas covid,1
"Prof Sarah Gilbert ini penemu vaksin Vaksin AstraZeneca. 

Guru besar univ Oxford ini dihormati bukan hanya krn penemuannya, tp juga keputusannya meletakkan kemanusiaan di atas keuntungan pribadi.

Dia menolak uang dr hak paten vaksin yg bisa bikin dia super duper kaya. https://t.co/NSt738LyRp",Prof Sarah Gilbert ini penemu vaksin Vaksin AstraZeneca Guru besar univ Oxford ini dihormati bukan hanya krn penemuannya tp juga keputusannya meletakkan kemanusiaan di atas keuntungan pribadi Dia menolak uang dr hak paten vaksin yg bisa bikin dia super duper kaya ,prof sarah gilbert ini penemu vaksin vaksin astrazeneca guru besar univ oxford ini dihormati bukan hanya krn penemuannya tp juga keputusannya meletakkan kemanusiaan di atas keuntungan pribadi dia menolak uang dr hak paten vaksin yg bisa bikin dia super duper kaya ,"['prof', 'sarah', 'gilbert', 'ini', 'penemu', 'vaksin', 'vaksin', 'astrazeneca', 'guru', 'besar', 'univ', 'oxford', 'ini', 'dihormati', 'bukan', 'hanya', 'krn', 'penemuannya', 'tp', 'juga', 'keputusannya', 'meletakkan', 'kemanusiaan', 'di', 'atas', 'keuntungan', 'pribadi', 'dia', 'menolak', 'uang', 'dr', 'hak', 'paten', 'vaksin', 'yg', 'bisa', 'bikin', 'dia', 'super', 'duper', 'kaya']","['prof', 'sarah', 'gilbert', 'ini', 'penemu', 'vaksin', 'vaksin', 'astrazeneca', 'guru', 'besar', 'universitas', 'oxford', 'ini', 'dihormati', 'bukan', 'hanya', 'karena', 'penemuannya', 'tetapi', 'juga', 'keputusannya', 'meletakkan', 'kemanusiaan', 'di', 'atas', 'keuntungan', 'pribadi', 'dia', 'menolak', 'uang', 'dari', 'hak', 'paten', 'vaksin', 'yang', 'bisa', 'bikin', 'dia', 'super', 'duper', 'seperti']","['prof', 'sarah', 'gilbert', 'penemu', 'vaksin', 'vaksin', 'astrazeneca', 'guru', 'universitas', 'oxford', 'dihormati', 'penemuannya', 'keputusannya', 'meletakkan', 'kemanusiaan', 'keuntungan', 'pribadi', 'menolak', 'uang', 'hak', 'paten', 'vaksin', 'super', 'duper']","['prof', 'sarah', 'gilbert', 'temu', 'vaksin', 'vaksin', 'astrazeneca', 'guru', 'universitas', 'oxford', 'hormat', 'temu', 'putus', 'letak', 'manusia', 'untung', 'pribadi', 'tolak', 'uang', 'hak', 'paten', 'vaksin', 'super', 'duper']",7,positive,prof sarah gilbert temu vaksin vaksin astrazeneca guru universitas oxford hormat temu putus letak manusia untung pribadi tolak uang hak paten vaksin super duper,0
"Ratusan Tenaga Kesehatan yang Sudah Divaksin Penuh Tertular COVID-19, Vaksin Sinovac dan AstraZeneca Dicampur https://t.co/jDfkgI52nV",Ratusan Tenaga Kesehatan yang Sudah Divaksin Penuh Tertular COVID Vaksin Sinovac dan AstraZeneca Dicampur ,ratusan tenaga kesehatan yang sudah divaksin penuh tertular covid vaksin sinovac dan astrazeneca dicampur ,"['ratusan', 'tenaga', 'kesehatan', 'yang', 'sudah', 'divaksin', 'penuh', 'tertular', 'covid', 'vaksin', 'sinovac', 'dan', 'astrazeneca', 'dicampur']","['ratusan', 'tenaga', 'kesehatan', 'yang', 'sudah', 'divaksin', 'penuh', 'tertular', 'covid', 'vaksin', 'sinovac', 'dan', 'astrazeneca', 'dicampur']","['ratusan', 'tenaga', 'kesehatan', 'divaksin', 'penuh', 'tertular', 'covid', 'vaksin', 'sinovac', 'astrazeneca', 'dicampur']","['ratus', 'tenaga', 'sehat', 'vaksin', 'penuh', 'tular', 'covid', 'vaksin', 'sinovac', 'astrazeneca', 'campur']",7,positive,ratus tenaga sehat vaksin penuh tular covid vaksin sinovac astrazeneca campur,0
"Reposted @KemenkesRI
Sobat #Healthies 
Indonesia kembali mendapatkan tambahan vaksin COVID-19 sebanyak 14 juta dosis bulk vaksin Sinovac yang tiba pada Rabu (30/6) dan 998.400 dosis vaksin AstraZeneca bantuan dari Pemerintah Jepang pada Kamis (1/7). 

Salam sehat! https://t.co/dRktytAT4B",Reposted Sobat Healthies Indonesia kembali mendapatkan tambahan vaksin COVID sebanyak juta dosis bulk vaksin Sinovac yang tiba pada Rabu dan dosis vaksin AstraZeneca bantuan dari Pemerintah Jepang pada Kamis Salam sehat ,reposted sobat healthies indonesia kembali mendapatkan tambahan vaksin covid sebanyak juta dosis bulk vaksin sinovac yang tiba pada rabu dan dosis vaksin astrazeneca bantuan dari pemerintah jepang pada kamis salam sehat ,"['reposted', 'sobat', 'healthies', 'indonesia', 'kembali', 'mendapatkan', 'tambahan', 'vaksin', 'covid', 'sebanyak', 'juta', 'dosis', 'bulk', 'vaksin', 'sinovac', 'yang', 'tiba', 'pada', 'rabu', 'dan', 'dosis', 'vaksin', 'astrazeneca', 'bantuan', 'dari', 'pemerintah', 'jepang', 'pada', 'kamis', 'salam', 'sehat']","['reposted', 'sobat', 'healthies', 'indonesia', 'kembali', 'mendapatkan', 'tambahan', 'vaksin', 'covid', 'sebanyak', 'juta', 'dosis', 'bulk', 'vaksin', 'sinovac', 'yang', 'tiba', 'pada', 'rabu', 'dan', 'dosis', 'vaksin', 'astrazeneca', 'bantuan', 'dari', 'pemerintah', 'jepang', 'pada', 'kamis', 'salam', 'sehat']","['reposted', 'sobat', 'healthies', 'indonesia', 'tambahan', 'vaksin', 'covid', 'juta', 'dosis', 'bulk', 'vaksin', 'sinovac', 'rabu', 'dosis', 'vaksin', 'astrazeneca', 'bantuan', 'pemerintah', 'jepang', 'kamis', 'salam', 'sehat']","['reposted', 'sobat', 'healthies', 'indonesia', 'tambah', 'vaksin', 'covid', 'juta', 'dosis', 'bulk', 'vaksin', 'sinovac', 'rabu', 'dosis', 'vaksin', 'astrazeneca', 'bantu', 'perintah', 'jepang', 'kamis', 'salam', 'sehat']",7,positive,reposted sobat healthies indonesia tambah vaksin covid juta dosis bulk vaksin sinovac rabu dosis vaksin astrazeneca bantu perintah jepang kamis salam sehat,0
"RESPECT 

Kisah Ilmuwan Vaksin AstraZeneca Enggan Ambil Hak Paten Penuh agar Harganya Murah Halaman 2 - https://t.co/QEodECO6sv https://t.co/s5jTUThLyp",RESPECT Kisah Ilmuwan Vaksin AstraZeneca Enggan Ambil Hak Paten Penuh agar Harganya Murah Halaman ,respect kisah ilmuwan vaksin astrazeneca enggan ambil hak paten penuh agar harganya murah halaman ,"['respect', 'kisah', 'ilmuwan', 'vaksin', 'astrazeneca', 'enggan', 'ambil', 'hak', 'paten', 'penuh', 'agar', 'harganya', 'murah', 'halaman']","['respect', 'kisah', 'ilmuwan', 'vaksin', 'astrazeneca', 'enggan', 'ambil', 'hak', 'paten', 'penuh', 'agar', 'harganya', 'murah', 'halaman']","['respect', 'kisah', 'ilmuwan', 'vaksin', 'astrazeneca', 'enggan', 'ambil', 'hak', 'paten', 'penuh', 'harganya', 'murah', 'halaman']","['respect', 'kisah', 'ilmuwan', 'vaksin', 'astrazeneca', 'enggan', 'ambil', 'hak', 'paten', 'penuh', 'harga', 'murah', 'halaman']",-6,negative,respect kisah ilmuwan vaksin astrazeneca enggan ambil hak paten penuh harga murah halaman,1
"Rincian vaksin COVID-19 yang akan dimiliki Indonesia yaitu sebanyak 118.500.280 dosis vaksin Sinovac, sebanyak 13.874.440 dosis vaksin AstraZeneca, sebanyak 4.816.00 dosis vaksin Sinopharm, serta 4.500.160 dosis vaksin Moderna.ÃÂ https://t.co/MkRQUdwjNv #InfoPublik #GPRKominfo https://t.co/LThZrPwEYM",Rincian vaksin COVID yang akan dimiliki Indonesia yaitu sebanyak dosis vaksin Sinovac sebanyak dosis vaksin AstraZeneca sebanyak dosis vaksin Sinopharm serta dosis vaksin Moderna InfoPublik GPRKominfo ,rincian vaksin covid yang akan dimiliki indonesia yaitu sebanyak dosis vaksin sinovac sebanyak dosis vaksin astrazeneca sebanyak dosis vaksin sinopharm serta dosis vaksin moderna infopublik gprkominfo ,"['rincian', 'vaksin', 'covid', 'yang', 'akan', 'dimiliki', 'indonesia', 'yaitu', 'sebanyak', 'dosis', 'vaksin', 'sinovac', 'sebanyak', 'dosis', 'vaksin', 'astrazeneca', 'sebanyak', 'dosis', 'vaksin', 'sinopharm', 'serta', 'dosis', 'vaksin', 'moderna', 'infopublik', 'gprkominfo']","['rincian', 'vaksin', 'covid', 'yang', 'akan', 'dimiliki', 'indonesia', 'yaitu', 'sebanyak', 'dosis', 'vaksin', 'sinovac', 'sebanyak', 'dosis', 'vaksin', 'astrazeneca', 'sebanyak', 'dosis', 'vaksin', 'sinopharm', 'serta', 'dosis', 'vaksin', 'moderna', 'infopublik', 'gprkominfo']","['rincian', 'vaksin', 'covid', 'dimiliki', 'indonesia', 'dosis', 'vaksin', 'sinovac', 'dosis', 'vaksin', 'astrazeneca', 'dosis', 'vaksin', 'sinopharm', 'dosis', 'vaksin', 'moderna', 'infopublik', 'gprkominfo']","['rincian', 'vaksin', 'covid', 'milik', 'indonesia', 'dosis', 'vaksin', 'sinovac', 'dosis', 'vaksin', 'astrazeneca', 'dosis', 'vaksin', 'sinopharm', 'dosis', 'vaksin', 'moderna', 'infopublik', 'gprkominfo']",1,positive,rincian vaksin covid milik indonesia dosis vaksin sinovac dosis vaksin astrazeneca dosis vaksin sinopharm dosis vaksin moderna infopublik gprkominfo,0
"Rinciannya adalah, 3 juta dosis vaksin Sinovac dalam bentuk jadi, 91,5 juta dosis vaksin Sinovac dalam bentuk bulk, 8,2 juta dosis vaksin AstraZeneca bentuk jadi, dan 2 juta dosis vaksin Sinopharm bentuk jadi.",Rinciannya adalah juta dosis vaksin Sinovac dalam bentuk jadi juta dosis vaksin Sinovac dalam bentuk bulk juta dosis vaksin AstraZeneca bentuk jadi dan juta dosis vaksin Sinopharm bentuk jadi ,rinciannya adalah juta dosis vaksin sinovac dalam bentuk jadi juta dosis vaksin sinovac dalam bentuk bulk juta dosis vaksin astrazeneca bentuk jadi dan juta dosis vaksin sinopharm bentuk jadi ,"['rinciannya', 'adalah', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'jadi', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'bulk', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'bentuk', 'jadi', 'dan', 'juta', 'dosis', 'vaksin', 'sinopharm', 'bentuk', 'jadi']","['rinciannya', 'adalah', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'jadi', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'bulk', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'bentuk', 'jadi', 'dan', 'juta', 'dosis', 'vaksin', 'sinopharm', 'bentuk', 'jadi']","['rinciannya', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'bulk', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'bentuk', 'juta', 'dosis', 'vaksin', 'sinopharm', 'bentuk']","['rinciannya', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'bulk', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'bentuk', 'juta', 'dosis', 'vaksin', 'sinopharm', 'bentuk']",24,positive,rinciannya juta dosis vaksin sinovac bentuk juta dosis vaksin sinovac bentuk bulk juta dosis vaksin astrazeneca bentuk juta dosis vaksin sinopharm bentuk,0
"Saat ini Indonesia sudah menerima 119,7 juta dosis vaksin Sinovac (dalam bentuk bahan baku &amp; vaksin jadi), AstraZeneca, dan Sinopharm.

#vaksin #covid19 #astrazeneca #Sinovac #sinopharm",Saat ini Indonesia sudah menerima juta dosis vaksin Sinovac dalam bentuk bahan baku amp vaksin jadi AstraZeneca dan Sinopharm vaksin covid astrazeneca Sinovac sinopharm,saat ini indonesia sudah menerima juta dosis vaksin sinovac dalam bentuk bahan baku amp vaksin jadi astrazeneca dan sinopharm vaksin covid astrazeneca sinovac sinopharm,"['saat', 'ini', 'indonesia', 'sudah', 'menerima', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'bahan', 'baku', 'amp', 'vaksin', 'jadi', 'astrazeneca', 'dan', 'sinopharm', 'vaksin', 'covid', 'astrazeneca', 'sinovac', 'sinopharm']","['saat', 'ini', 'indonesia', 'sudah', 'menerima', 'juta', 'dosis', 'vaksin', 'sinovac', 'dalam', 'bentuk', 'bahan', 'baku', 'amp', 'vaksin', 'jadi', 'astrazeneca', 'dan', 'sinopharm', 'vaksin', 'covid', 'astrazeneca', 'sinovac', 'sinopharm']","['indonesia', 'menerima', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'bahan', 'baku', 'vaksin', 'astrazeneca', 'sinopharm', 'vaksin', 'covid', 'astrazeneca', 'sinovac', 'sinopharm']","['indonesia', 'terima', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'bahan', 'baku', 'vaksin', 'astrazeneca', 'sinopharm', 'vaksin', 'covid', 'astrazeneca', 'sinovac', 'sinopharm']",3,positive,indonesia terima juta dosis vaksin sinovac bentuk bahan baku vaksin astrazeneca sinopharm vaksin covid astrazeneca sinovac sinopharm,0
"Saintis dari Oxford yang mengetuai kajian mencipta vaksin AstraZeneca menolak untuk paten &amp; menerima royalti keuntungan. Sebab itu Astrazeneca lebih murah.

Sarah Gilbert namanya.

Professor, you are such an inspiration. Ã°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂ¢ https://t.co/f1Fnpu60EB",Saintis dari Oxford yang mengetuai kajian mencipta vaksin AstraZeneca menolak untuk paten amp menerima royalti keuntungan Sebab itu Astrazeneca lebih murah Sarah Gilbert namanya Professor you are such an inspiration ,saintis dari oxford yang mengetuai kajian mencipta vaksin astrazeneca menolak untuk paten amp menerima royalti keuntungan sebab itu astrazeneca lebih murah sarah gilbert namanya professor you are such an inspiration ,"['saintis', 'dari', 'oxford', 'yang', 'mengetuai', 'kajian', 'mencipta', 'vaksin', 'astrazeneca', 'menolak', 'untuk', 'paten', 'amp', 'menerima', 'royalti', 'keuntungan', 'sebab', 'itu', 'astrazeneca', 'lebih', 'murah', 'sarah', 'gilbert', 'namanya', 'professor', 'you', 'are', 'such', 'an', 'inspiration']","['saintis', 'dari', 'oxford', 'yang', 'mengetuai', 'kajian', 'mencipta', 'vaksin', 'astrazeneca', 'menolak', 'untuk', 'paten', 'amp', 'menerima', 'royalti', 'keuntungan', 'sebab', 'itu', 'astrazeneca', 'lebih', 'murah', 'sarah', 'gilbert', 'namanya', 'profesor', 'kamu', 'are', 'such', 'an', 'inspiration']","['saintis', 'oxford', 'mengetuai', 'kajian', 'mencipta', 'vaksin', 'astrazeneca', 'menolak', 'paten', 'menerima', 'royalti', 'keuntungan', 'astrazeneca', 'murah', 'sarah', 'gilbert', 'namanya', 'profesor', 'are', 'such', 'an', 'inspiration']","['saintis', 'oxford', 'tuai', 'kaji', 'cipta', 'vaksin', 'astrazeneca', 'tolak', 'paten', 'terima', 'royalti', 'untung', 'astrazeneca', 'murah', 'sarah', 'gilbert', 'nama', 'profesor', 'are', 'such', 'an', 'inspiration']",5,positive,saintis oxford tuai kaji cipta vaksin astrazeneca tolak paten terima royalti untung astrazeneca murah sarah gilbert nama profesor are such an inspiration,0
